id_propiedad,ciudad,barrio_distrito,tipo_operacion,tipo_inmueble,precio,superficie_m2,habitaciones,baños,estado,año_construccion,planta,ascensor,terraza,piscina,garaje,trastero,distancia_centro_km,fecha_publicacion,rango_m2,precio_m2
2208,Barcelona,Eixample,Alquiler,Piso,287206.0,65.7,2.0,1.0,Buen estado,1979-01-01,8,True,False,False,True,False,5.77,2024-10-31,40-80,4371.48
2209,Barcelona,Sarrià-Sant Gervasi,Alquiler,Piso,327168.0,75.8,2.0,1.0,A reformar,1985-01-01,1,True,False,True,False,False,3.73,2025-04-02,40-80,4316.2
2210,Barcelona,Ciutat Vella,Alquiler,Piso,370345.0,63.8,2.0,1.0,Reformado,1998-01-01,2,False,True,False,False,True,5.35,2025-03-24,40-80,5804.78
2211,Barcelona,Sants-Montjuïc,Venta,Piso,306209.0,68.7,2.0,1.0,Buen estado,1947-01-01,8,True,False,True,True,True,3.35,2025-04-04,40-80,4457.19
2212,Barcelona,Ciutat Vella,Alquiler,Piso,380332.0,82.8,3.0,2.0,Buen estado,2005-01-01,9,False,True,False,False,True,1.46,2025-01-16,80-120,4593.38
2213,Barcelona,Eixample,Venta,Piso,449041.0,93.8,3.0,2.0,Buen estado,1974-01-01,3,False,False,False,True,False,7.15,2025-03-07,80-120,4787.22
2214,Barcelona,Sants-Montjuïc,Venta,Piso,210755.0,51.8,2.0,1.0,Buen estado,1980-01-01,9,True,False,True,True,True,4.17,2025-01-07,40-80,4068.63
2215,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,246337.0,57.1,2.0,1.0,Buen estado,1971-01-01,2,False,True,False,False,True,4.45,2024-11-03,40-80,4314.13
2216,Barcelona,Eixample,Venta,Piso,438466.0,85.6,3.0,2.0,Buen estado,1991-01-01,2,True,False,True,False,True,5.65,2025-02-24,80-120,5122.27
2217,Barcelona,Sants-Montjuïc,Alquiler,Sin_clasificar,,,5.0,1.0,Buen estado,1983-01-01,3,True,True,False,False,False,2.3,2025-03-26,,
2218,Barcelona,Gràcia,Venta,Sin_clasificar,,,,1.0,A reformar,1994-01-01,3,True,False,False,True,False,3.73,2024-12-03,,
2219,Barcelona,Sants-Montjuïc,Venta,Piso,394647.0,85.5,3.0,2.0,Reformado,1996-01-01,1,False,False,False,False,False,4.83,2025-01-13,80-120,4615.75
2220,Barcelona,Eixample,Venta,Piso,,48.9,2.0,1.0,Obra nueva,2021-01-01,Bajo,False,True,False,True,True,5.09,2025-01-31,40-80,
2221,Barcelona,Ciutat Vella,Venta,Piso,254511.0,69.1,2.0,1.0,Buen estado,1999-01-01,1,True,True,False,True,False,3.8,2024-11-01,40-80,3683.23
2222,Barcelona,Gràcia,Venta,Piso,308514.0,72.1,2.0,1.0,Buen estado,1974-01-01,2,True,True,False,True,True,5.5,2024-12-01,40-80,4278.97
2223,Barcelona,Eixample,Alquiler,Piso,454379.0,99.8,3.0,2.0,Buen estado,1972-01-01,5,False,True,True,True,False,3.38,2025-01-23,80-120,4552.9
2224,Barcelona,Gràcia,Venta,Piso,122204.0,45.0,2.0,1.0,Buen estado,1966-01-01,7,True,False,True,True,False,3.03,2024-12-13,40-80,2715.64
2225,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,349578.0,77.2,2.0,1.0,Buen estado,2007-01-01,6,True,False,True,False,False,7.28,2025-01-19,40-80,4528.21
2226,Barcelona,Eixample,Venta,Ático,306206.0,66.1,2.0,1.0,Obra nueva,2021-01-01,Ático,True,True,False,False,True,5.59,,40-80,4632.47
2227,Barcelona,Gràcia,Alquiler,Piso,539887.0,105.2,3.0,2.0,Buen estado,1993-01-01,6,True,True,False,False,True,4.36,2025-02-06,80-120,5132.01
2228,Barcelona,Eixample,Alquiler,Piso,239712.0,51.4,2.0,1.0,Buen estado,1999-01-01,5,False,True,True,True,False,3.85,2024-10-20,40-80,4663.66
2229,Barcelona,Gràcia,Alquiler,Piso,356925.0,84.5,3.0,2.0,Buen estado,1973-01-01,8,True,False,False,False,False,5.22,2024-11-17,80-120,4223.96
2230,Barcelona,Gràcia,Venta,Piso,258909.0,63.8,2.0,1.0,Buen estado,1995-01-01,3,True,False,True,True,True,3.88,2025-03-27,40-80,4058.13
2231,Barcelona,Sants-Montjuïc,Venta,Piso,339124.0,97.1,3.0,2.0,Buen estado,1963-01-01,2,False,False,True,True,False,7.03,2024-11-22,80-120,3492.52
2232,Barcelona,Sarrià-Sant Gervasi,Alquiler,Piso,253867.0,63.4,2.0,1.0,Obra nueva,2019-01-01,5,True,True,False,True,False,6.9,2024-11-06,40-80,4004.21
2233,Barcelona,Gràcia,Venta,Piso,435268.0,85.6,3.0,2.0,Buen estado,1978-01-01,5,True,False,False,False,False,4.47,2024-12-15,80-120,5084.91
2234,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,318614.0,59.3,2.0,1.0,Buen estado,1977-01-01,7,False,True,False,False,False,,2024-10-17,40-80,5372.92
2235,Barcelona,Gràcia,Alquiler,Piso,453401.0,89.5,3.0,2.0,Buen estado,1967-01-01,9,True,True,True,True,False,4.17,2025-02-20,80-120,5065.93
2236,Barcelona,Gràcia,Venta,Piso,469974.0,114.6,3.0,2.0,Reformado,1989-01-01,1,False,False,False,True,False,,2025-01-24,80-120,4100.99
2237,Barcelona,Eixample,Venta,Piso,380988.0,73.3,2.0,1.0,A reformar,2005-01-01,8,False,False,False,False,False,5.86,2025-01-29,40-80,5197.65
2238,Barcelona,Gràcia,Alquiler,Piso,321221.0,82.5,3.0,2.0,Buen estado,2008-01-01,7,True,False,False,False,False,3.29,2025-02-06,80-120,3893.59
2239,Barcelona,Sants-Montjuïc,Venta,Piso,353007.0,85.2,3.0,2.0,Buen estado,1971-01-01,9,True,False,True,False,False,3.42,2025-03-29,80-120,4143.27
2240,Barcelona,Eixample,Venta,Piso,355956.0,86.8,3.0,2.0,Reformado,1974-01-01,3,True,True,False,True,False,2.84,2024-11-10,80-120,4100.88
2241,Barcelona,Gràcia,Venta,Ático,373497.0,82.9,3.0,2.0,Buen estado,1981-01-01,Ático,True,False,False,False,False,5.57,2024-10-30,80-120,4505.39
2242,Barcelona,Eixample,Alquiler,Sin_clasificar,,,4.0,1.0,Buen estado,1978-01-01,3,False,True,False,False,True,3.23,2024-12-05,,
2243,Barcelona,Sants-Montjuïc,Venta,Piso,490394.0,96.7,3.0,2.0,Buen estado,2004-01-01,7,True,True,False,True,False,3.22,2025-03-29,80-120,5071.29
2244,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,,108.6,3.0,2.0,Reformado,1960-01-01,2,False,False,False,True,False,4.18,2024-12-31,80-120,
2245,Barcelona,Ciutat Vella,Venta,Piso,415130.0,110.6,3.0,2.0,Obra nueva,2018-01-01,6,False,False,False,False,False,5.62,2025-03-19,80-120,3753.44
2246,Barcelona,Eixample,Alquiler,Ático,426397.0,90.2,3.0,2.0,Buen estado,1972-01-01,Ático,True,False,False,True,False,6.67,2024-10-17,80-120,4727.24
2247,Barcelona,Gràcia,Venta,Piso,442394.0,94.2,3.0,2.0,Buen estado,1987-01-01,7,False,False,False,True,False,5.25,2025-01-05,80-120,4696.33
2248,Barcelona,Gràcia,Venta,Piso,341348.0,83.3,3.0,2.0,Buen estado,2005-01-01,7,False,True,False,False,False,4.05,2024-12-02,80-120,4097.82
2249,Barcelona,Ciutat Vella,Venta,Piso,453563.0,85.0,3.0,2.0,Buen estado,1997-01-01,4,True,False,False,True,False,5.33,2025-03-25,80-120,5336.04
2250,Barcelona,Sarrià-Sant Gervasi,Alquiler,Piso,348204.0,78.9,2.0,1.0,Reformado,1983-01-01,4,True,False,False,True,False,3.55,2025-01-04,40-80,4413.23
2251,Barcelona,Ciutat Vella,Alquiler,Piso,356390.0,68.0,2.0,1.0,Buen estado,1993-01-01,5,False,False,False,True,False,3.64,2025-02-18,40-80,5241.03
2252,Barcelona,Sants-Montjuïc,Venta,Piso,395640.0,78.5,2.0,1.0,Buen estado,1991-01-01,8,False,False,False,False,False,4.35,2024-11-10,40-80,5040.0
2253,Barcelona,Eixample,Venta,Piso,348093.0,74.9,2.0,1.0,Buen estado,1962-01-01,8,True,False,False,False,False,3.09,2024-12-23,40-80,4647.44
2254,Barcelona,Gràcia,Alquiler,Piso,241263.0,55.0,2.0,1.0,Buen estado,1968-01-01,1,True,True,False,False,True,8.77,2025-02-15,40-80,4386.6
2255,Barcelona,Gràcia,Venta,Piso,342575.0,69.1,2.0,1.0,A reformar,1980-01-01,3,False,False,False,True,False,5.86,2024-11-14,40-80,4957.67
2256,Barcelona,Gràcia,Alquiler,Piso,280308.0,70.2,2.0,1.0,Obra nueva,2022-01-01,9,True,False,False,False,False,6.16,2024-11-16,40-80,3992.99
2257,Barcelona,Sarrià-Sant Gervasi,Alquiler,Piso,555940.0,119.0,3.0,2.0,Obra nueva,2020-01-01,8,True,True,False,True,True,3.01,2024-12-06,80-120,4671.76
2258,Barcelona,Sarrià-Sant Gervasi,Venta,Ático,430860.0,98.9,3.0,2.0,Buen estado,1953-01-01,Ático,True,True,True,True,False,4.97,2025-03-20,80-120,4356.52
2259,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,503491.0,96.2,3.0,2.0,Obra nueva,2022-01-01,9,True,True,True,True,False,2.97,2025-01-25,80-120,5233.79
2260,Barcelona,Gràcia,Venta,Piso,377578.0,93.7,3.0,2.0,Reformado,1976-01-01,4,True,True,False,True,False,4.77,2025-01-16,80-120,4029.65
2261,Barcelona,Sarrià-Sant Gervasi,Alquiler,Piso,533203.0,108.7,3.0,2.0,Buen estado,1974-01-01,2,True,True,False,True,False,5.98,2024-12-24,80-120,4905.27
2262,Barcelona,Eixample,Venta,Piso,280775.0,69.4,2.0,1.0,Buen estado,1984-01-01,3,False,False,False,False,True,7.29,2025-03-14,40-80,4045.75
2263,Barcelona,Sarrià-Sant Gervasi,Alquiler,Piso,428538.0,101.4,3.0,2.0,Buen estado,1966-01-01,2,False,False,True,True,True,4.77,,80-120,4226.21
2264,Barcelona,Gràcia,Alquiler,Piso,313978.0,71.2,2.0,1.0,A reformar,1950-01-01,3,False,False,True,False,True,3.43,2025-01-17,40-80,4409.8
2265,Barcelona,Gràcia,Venta,Piso,290305.0,68.7,2.0,1.0,Buen estado,2001-01-01,5,True,False,False,False,True,6.0,2024-10-27,40-80,4225.69
2266,Barcelona,Gràcia,Alquiler,Piso,,55.9,2.0,1.0,Reformado,1972-01-01,1,False,False,False,True,False,6.06,2025-03-07,40-80,
2267,Barcelona,Gràcia,Venta,Piso,369798.0,72.8,2.0,1.0,Buen estado,1957-01-01,5,False,False,False,False,False,4.33,2024-10-11,40-80,5079.64
2268,Barcelona,Eixample,Venta,Piso,307415.0,63.3,2.0,1.0,Obra nueva,2022-01-01,7,True,True,True,False,False,4.72,2024-12-07,40-80,4856.48
2269,Barcelona,Ciutat Vella,Venta,Piso,376048.0,81.6,3.0,2.0,Obra nueva,2021-01-01,2,True,False,True,False,True,5.86,2024-10-27,80-120,4608.43
2270,Barcelona,Sants-Montjuïc,Alquiler,Piso,331808.0,62.4,2.0,1.0,Buen estado,2017-01-01,4,False,False,False,True,False,6.19,2024-11-06,40-80,5317.44
2271,Barcelona,Ciutat Vella,Venta,Piso,273588.0,68.8,2.0,1.0,Obra nueva,2021-01-01,4,True,True,True,False,False,5.65,2024-12-05,40-80,3976.57
2272,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,,118.6,3.0,2.0,Buen estado,2006-01-01,9,False,False,True,True,True,5.27,2025-01-09,80-120,
2273,Barcelona,Gràcia,Alquiler,Piso,212297.0,52.9,2.0,1.0,Obra nueva,2021-01-01,6,True,True,True,True,False,3.49,2024-10-23,40-80,4013.18
2274,Barcelona,Eixample,Alquiler,Piso,433277.0,88.9,3.0,2.0,Obra nueva,2020-01-01,4,False,True,False,True,False,6.45,2025-03-21,80-120,4873.76
2275,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,393990.0,70.3,2.0,1.0,Buen estado,1952-01-01,5,True,False,False,False,False,6.95,2024-10-30,40-80,5604.41
2276,Barcelona,Eixample,Venta,Piso,394778.0,83.7,3.0,2.0,Buen estado,1985-01-01,7,False,True,True,False,False,4.28,2024-12-04,80-120,4716.58
2277,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,471544.0,108.3,3.0,2.0,A reformar,1988-01-01,7,True,True,False,True,True,4.6,2025-03-01,80-120,4354.05
2278,Barcelona,Sarrià-Sant Gervasi,Alquiler,Ático,741894.0,157.1,4.0,2.0,Buen estado,2009-01-01,Ático,True,True,False,False,True,7.14,2025-01-14,120-160,4722.43
2279,Barcelona,Eixample,Venta,Piso,447611.0,92.9,3.0,2.0,Obra nueva,2018-01-01,9,True,True,True,True,True,4.77,2024-11-02,80-120,4818.2
2280,Barcelona,Eixample,Alquiler,Piso,489564.0,109.4,3.0,2.0,Buen estado,1970-01-01,9,False,False,False,True,False,4.88,2025-01-24,80-120,4474.99
2281,Barcelona,Ciutat Vella,Alquiler,Piso,352005.0,76.3,2.0,1.0,Buen estado,1981-01-01,7,False,False,False,True,False,4.33,2025-02-03,40-80,4613.43
2282,Barcelona,Sarrià-Sant Gervasi,Alquiler,Ático,408481.0,81.3,3.0,2.0,Buen estado,1979-01-01,Ático,False,False,False,True,False,5.07,2025-01-27,80-120,5024.37
2283,Barcelona,Eixample,Venta,Piso,309672.0,60.4,2.0,1.0,Buen estado,2017-01-01,5,True,False,True,True,False,8.72,2024-11-03,40-80,5127.02
2284,Barcelona,Sants-Montjuïc,Alquiler,Estudio,148487.0,30.0,0.0,1.0,Obra nueva,2020-01-01,5,True,True,True,False,True,5.03,2025-04-01,0-40,4949.57
2285,Barcelona,Sants-Montjuïc,Venta,Piso,300312.0,67.4,2.0,1.0,Buen estado,1996-01-01,Bajo,True,False,False,True,False,2.86,2024-12-31,40-80,4455.67
2286,Barcelona,Ciutat Vella,Venta,Piso,385195.0,95.0,3.0,2.0,Obra nueva,2019-01-01,3,True,True,False,True,True,2.68,2025-02-28,80-120,4054.68
2287,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,373850.0,73.7,2.0,1.0,Obra nueva,2019-01-01,7,True,True,True,False,False,5.35,2024-10-31,40-80,5072.59
2288,Barcelona,Sants-Montjuïc,Venta,Piso,308772.0,56.6,2.0,1.0,Obra nueva,2019-01-01,5,True,True,True,True,True,7.73,2024-12-26,40-80,5455.34
2289,Barcelona,Eixample,Alquiler,Piso,299215.0,73.9,2.0,1.0,Buen estado,1991-01-01,9,False,False,True,True,False,2.81,2025-02-13,40-80,4048.92
2290,Barcelona,Gràcia,Alquiler,Piso,296150.0,66.3,2.0,1.0,Reformado,1998-01-01,7,False,False,False,True,False,5.1,2025-01-06,40-80,4466.82
2291,Barcelona,Sants-Montjuïc,Alquiler,Piso,388592.0,82.6,3.0,2.0,Obra nueva,2019-01-01,5,True,True,True,True,True,5.78,2024-10-13,80-120,4704.5
2292,Barcelona,Eixample,Venta,Ático,437797.0,93.0,3.0,2.0,Buen estado,2005-01-01,Ático,False,False,False,True,False,6.98,2025-03-01,80-120,4707.49
2293,Barcelona,Sants-Montjuïc,Alquiler,Sin_clasificar,,,2.0,2.0,Buen estado,2001-01-01,1,True,False,False,False,True,6.27,,,
2294,Barcelona,Eixample,Venta,Sin_clasificar,,,4.0,1.0,Reformado,1960-01-01,6,False,False,False,True,True,4.53,2024-12-15,,
2295,Barcelona,Gràcia,Alquiler,Piso,351823.0,86.0,3.0,2.0,Buen estado,1997-01-01,6,False,True,False,False,False,6.66,2024-11-04,80-120,4090.97
2296,Barcelona,Sants-Montjuïc,Venta,Piso,417983.0,83.2,3.0,2.0,Buen estado,1997-01-01,3,True,False,False,True,False,6.35,2025-01-30,80-120,5023.83
2297,Barcelona,Eixample,Venta,Piso,322179.0,74.4,2.0,1.0,A reformar,2011-01-01,Bajo,True,False,False,True,True,4.06,2025-02-12,40-80,4330.36
2298,Barcelona,Gràcia,Alquiler,Piso,533812.0,89.5,3.0,2.0,Buen estado,1999-01-01,3,True,True,False,False,False,3.6,2025-01-29,80-120,5964.38
2299,Barcelona,Gràcia,Venta,Piso,542645.0,123.5,4.0,2.0,A reformar,1982-01-01,9,True,False,False,True,False,5.49,2025-02-09,120-160,4393.89
2300,Barcelona,Ciutat Vella,Venta,Piso,362694.0,86.5,3.0,2.0,Buen estado,1994-01-01,6,False,True,False,True,True,4.0,2024-11-25,80-120,4192.99
2301,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,191968.0,53.4,2.0,1.0,Reformado,1954-01-01,6,False,True,False,False,True,7.54,2024-12-14,40-80,3594.91
2302,Barcelona,Sants-Montjuïc,Alquiler,Piso,435409.0,105.0,3.0,2.0,Buen estado,1997-01-01,3,True,True,True,False,False,7.22,2024-12-29,80-120,4146.75
2303,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,297328.0,69.9,2.0,1.0,Buen estado,1963-01-01,3,True,True,False,True,False,7.68,2025-02-23,40-80,4253.62
2304,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,773379.0,160.44,5.0,3.0,Obra nueva,2022-01-01,7,True,True,False,False,True,1.92,2025-02-23,160-200,4820.36
2305,Barcelona,Sants-Montjuïc,Venta,Piso,413239.0,90.8,3.0,2.0,Buen estado,1998-01-01,5,True,True,False,True,True,4.34,2025-04-06,80-120,4551.09
2306,Barcelona,Sarrià-Sant Gervasi,Alquiler,Piso,293156.0,79.7,2.0,1.0,Buen estado,1997-01-01,Bajo,True,False,False,False,True,,2025-02-03,40-80,3678.24
2307,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,,111.6,3.0,2.0,Buen estado,1973-01-01,2,True,True,True,False,False,2.78,,80-120,
2308,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,438029.0,102.6,3.0,2.0,Reformado,1990-01-01,7,True,False,True,False,True,4.57,2025-04-07,80-120,4269.29
2309,Barcelona,Gràcia,Venta,Piso,347044.0,84.7,3.0,2.0,A reformar,1982-01-01,4,True,False,False,False,False,3.98,2025-03-03,80-120,4097.33
2310,Barcelona,Sants-Montjuïc,Alquiler,Piso,252033.0,56.4,2.0,1.0,Obra nueva,2021-01-01,6,True,True,False,False,False,,2025-04-07,40-80,4468.67
2311,Barcelona,Gràcia,Alquiler,Piso,351850.0,82.4,3.0,2.0,Buen estado,1972-01-01,8,False,False,True,False,False,7.5,2025-04-05,80-120,4270.02
2312,Barcelona,Sants-Montjuïc,Venta,Piso,344036.0,72.1,2.0,1.0,Reformado,1974-01-01,6,False,False,True,False,False,4.21,2024-11-14,40-80,4771.65
2313,Barcelona,Sarrià-Sant Gervasi,Alquiler,Piso,364795.0,82.6,3.0,2.0,Reformado,2008-01-01,9,True,True,False,False,False,4.81,2024-10-22,80-120,4416.4
2314,Barcelona,Sants-Montjuïc,Venta,Piso,382983.0,91.3,3.0,2.0,Buen estado,1982-01-01,1,True,True,False,False,True,3.81,2025-02-21,80-120,4194.78
2315,Barcelona,Ciutat Vella,Alquiler,Piso,270706.0,57.8,2.0,1.0,Buen estado,1955-01-01,9,True,True,True,True,True,5.75,2024-11-23,40-80,4683.49
2316,Barcelona,Gràcia,Venta,Piso,268866.0,64.8,2.0,1.0,Obra nueva,2020-01-01,1,True,False,False,True,False,3.85,2024-11-02,40-80,4149.17
2317,Barcelona,Ciutat Vella,Venta,Piso,,96.5,3.0,2.0,Buen estado,1976-01-01,6,True,False,True,True,False,8.51,2025-01-14,80-120,
2318,Barcelona,Ciutat Vella,Venta,Piso,,54.8,2.0,1.0,Buen estado,1981-01-01,5,False,False,True,False,False,6.6,2024-11-23,40-80,
2319,Barcelona,Ciutat Vella,Alquiler,Piso,257999.0,55.1,2.0,1.0,Buen estado,1987-01-01,6,True,False,True,False,True,5.92,2024-11-29,40-80,4682.38
2320,Barcelona,Gràcia,Venta,Piso,341638.0,84.3,3.0,2.0,Buen estado,1985-01-01,7,False,False,False,True,False,4.05,2024-11-02,80-120,4052.65
2321,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,396376.0,80.7,3.0,2.0,Buen estado,1996-01-01,8,False,True,True,True,False,1.68,2024-10-24,80-120,4911.72
2322,Barcelona,Sants-Montjuïc,Venta,Piso,268730.0,67.0,2.0,1.0,A reformar,1994-01-01,Bajo,True,True,False,True,False,4.22,2024-10-10,40-80,4010.9
2323,Barcelona,Sants-Montjuïc,Venta,Piso,286357.0,77.5,2.0,1.0,Reformado,1996-01-01,9,False,False,False,True,False,5.0,2025-01-12,40-80,3694.93
2324,Barcelona,Eixample,Alquiler,Piso,608602.0,117.9,3.0,2.0,Buen estado,1982-01-01,2,False,False,False,False,True,5.7,2025-02-23,80-120,5162.02
2325,Barcelona,Gràcia,Alquiler,Piso,716909.0,86.0,3.0,2.0,Buen estado,1981-01-01,2,False,True,True,True,False,7.21,2025-03-11,80-120,8336.15
2326,Barcelona,Sants-Montjuïc,Venta,Piso,417612.0,105.3,3.0,2.0,Obra nueva,2019-01-01,8,True,False,False,False,False,7.44,2024-11-16,80-120,3965.93
2327,Barcelona,Ciutat Vella,Venta,Piso,263449.0,51.2,2.0,1.0,Buen estado,2004-01-01,1,True,True,False,False,False,3.37,2024-12-27,40-80,5145.49
2328,Barcelona,Sants-Montjuïc,Venta,Piso,364030.0,86.7,3.0,2.0,Buen estado,1966-01-01,2,False,False,False,True,True,4.1,2024-11-03,80-120,4198.73
2329,Barcelona,Ciutat Vella,Venta,Piso,487597.0,93.2,3.0,2.0,Buen estado,2004-01-01,5,True,False,False,True,False,8.3,2025-02-02,80-120,5231.73
2330,Barcelona,Sarrià-Sant Gervasi,Alquiler,Ático,189898.0,41.9,2.0,1.0,Reformado,1982-01-01,Ático,True,True,False,False,True,3.5,2025-02-27,40-80,4532.17
2331,Barcelona,Eixample,Venta,Piso,392267.0,85.2,3.0,2.0,Buen estado,1948-01-01,7,True,False,False,False,False,5.72,2024-11-26,80-120,4604.07
2332,Barcelona,Ciutat Vella,Venta,Piso,285844.0,55.0,2.0,1.0,A reformar,2006-01-01,7,False,False,False,False,True,7.7,2025-03-26,40-80,5197.16
2333,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,178609.0,44.0,2.0,1.0,Buen estado,1986-01-01,5,False,True,False,False,False,5.04,2025-02-20,40-80,4059.3
2334,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,395025.0,80.0,3.0,2.0,Buen estado,1991-01-01,8,True,False,False,False,False,4.9,2025-03-22,80-120,4937.81
2335,Barcelona,Gràcia,Venta,Ático,386320.0,83.0,3.0,2.0,Obra nueva,2020-01-01,Ático,False,True,False,True,True,6.51,2025-01-26,80-120,4654.46
2336,Barcelona,Ciutat Vella,Venta,Piso,396178.0,86.6,3.0,2.0,Buen estado,1989-01-01,1,True,True,True,True,False,2.89,2024-12-30,80-120,4574.8
2337,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,335754.0,81.2,3.0,2.0,Buen estado,1965-01-01,4,True,True,False,False,False,6.03,2025-04-02,80-120,4134.9
2338,Barcelona,Eixample,Venta,Piso,315114.0,68.3,2.0,1.0,Reformado,1976-01-01,4,True,True,False,True,False,4.5,2025-03-08,40-80,4613.67
2339,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,193689.0,47.3,2.0,1.0,Obra nueva,2022-01-01,Bajo,True,True,False,False,True,4.59,2024-10-21,40-80,4094.9
2340,Barcelona,Sants-Montjuïc,Venta,Ático,331643.0,88.5,3.0,2.0,Buen estado,2005-01-01,Ático,True,True,False,False,False,2.69,2025-01-28,80-120,3747.38
2341,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,324198.0,67.8,2.0,1.0,Buen estado,1969-01-01,Bajo,True,True,False,False,False,5.27,2024-12-02,40-80,4781.68
2342,Barcelona,Eixample,Venta,Piso,,83.1,3.0,2.0,Buen estado,2010-01-01,5,False,True,False,False,False,3.81,2024-10-27,80-120,
2343,Barcelona,Gràcia,Venta,Sin_clasificar,,,3.0,1.0,Buen estado,1976-01-01,Bajo,False,False,False,False,False,4.16,2025-01-14,,
2344,Barcelona,Gràcia,Alquiler,Piso,444837.0,115.7,3.0,2.0,Buen estado,1997-01-01,3,True,True,False,True,True,,2025-03-26,80-120,3844.75
2345,Barcelona,Sants-Montjuïc,Alquiler,Piso,150592.0,48.8,2.0,1.0,Obra nueva,2020-01-01,6,True,True,False,True,True,4.1,2024-10-20,40-80,3085.9
2346,Barcelona,Gràcia,Venta,Piso,,87.4,3.0,2.0,Buen estado,1964-01-01,6,True,False,False,False,False,4.53,2025-04-01,80-120,
2347,Barcelona,Sarrià-Sant Gervasi,Alquiler,Ático,309373.0,70.7,2.0,1.0,Buen estado,1974-01-01,Ático,False,False,False,True,False,3.33,2024-12-17,40-80,4375.86
2348,Barcelona,Ciutat Vella,Venta,Piso,231756.0,47.1,2.0,1.0,Buen estado,2006-01-01,4,True,True,False,False,True,7.17,2024-11-26,40-80,4920.51
2349,Barcelona,Ciutat Vella,Venta,Piso,274775.0,65.3,2.0,1.0,Buen estado,1996-01-01,Bajo,False,True,False,True,True,5.29,2025-04-05,40-80,4207.89
2350,Barcelona,Ciutat Vella,Venta,Piso,523075.0,98.0,3.0,2.0,Buen estado,1986-01-01,1,True,False,True,False,False,4.23,2024-11-07,80-120,5337.5
2351,Barcelona,Gràcia,Alquiler,Piso,409950.0,89.5,3.0,2.0,Buen estado,2002-01-01,5,True,False,False,False,False,4.06,2024-11-20,80-120,4580.45
2352,Barcelona,Sants-Montjuïc,Alquiler,Piso,418477.0,81.8,3.0,2.0,Buen estado,1992-01-01,4,False,False,True,False,True,3.94,2025-02-23,80-120,5115.86
2353,Barcelona,Sants-Montjuïc,Venta,Piso,460391.0,108.2,3.0,2.0,Buen estado,1987-01-01,1,False,True,True,True,False,4.74,2025-01-18,80-120,4255.0
2354,Barcelona,Gràcia,Alquiler,Piso,462869.0,86.9,3.0,2.0,Buen estado,1985-01-01,2,True,True,False,False,False,4.46,2025-02-18,80-120,5326.46
2355,Barcelona,Eixample,Venta,Piso,389353.0,87.8,3.0,2.0,Buen estado,1976-01-01,6,True,False,False,True,False,4.95,2024-11-25,80-120,4434.54
2356,Barcelona,Eixample,Alquiler,Piso,394900.0,93.9,3.0,2.0,Buen estado,2003-01-01,9,False,False,False,False,True,6.16,2025-01-11,80-120,4205.54
2357,Barcelona,Ciutat Vella,Alquiler,Piso,418260.0,90.1,3.0,2.0,Obra nueva,2023-01-01,8,True,True,True,True,False,3.08,2024-11-26,80-120,4642.18
2358,Barcelona,Gràcia,Alquiler,Piso,402212.0,92.2,3.0,2.0,Buen estado,1993-01-01,2,False,True,False,False,True,5.44,2025-01-04,80-120,4362.39
2359,Barcelona,Sants-Montjuïc,Alquiler,Ático,344137.0,89.5,3.0,2.0,Buen estado,1956-01-01,Ático,False,False,True,False,False,4.98,,80-120,3845.11
2360,Barcelona,Ciutat Vella,Venta,Piso,339150.0,77.7,2.0,1.0,Buen estado,1978-01-01,3,True,False,False,False,True,3.87,2024-11-25,40-80,4364.86
2361,Barcelona,Gràcia,Venta,Piso,335804.0,84.3,3.0,2.0,Buen estado,2013-01-01,7,True,False,False,True,False,4.95,2024-10-26,80-120,3983.44
2362,Barcelona,Gràcia,Venta,Piso,311806.0,78.8,2.0,1.0,Buen estado,2002-01-01,8,False,False,False,False,False,6.54,2024-12-29,40-80,3956.93
2363,Barcelona,Eixample,Venta,Piso,347055.0,80.7,3.0,2.0,Buen estado,1958-01-01,Bajo,True,False,True,True,False,2.55,2025-03-16,80-120,4300.56
2364,Barcelona,Gràcia,Alquiler,Piso,489549.0,89.0,3.0,2.0,Buen estado,1961-01-01,1,False,True,False,True,False,6.83,2025-04-02,80-120,5500.55
